LayerParent;Layer;art;x1;y1;w;h;ArtboardName
GELPAINT;941452;941452;0;0;70;20;7g60mm
GELPAINT;941451;941451;0;0;70;20;7g60mm
GELPAINT;941450;941450;0;0;70;20;7g60mm
GELPAINT;941449;941449;0;0;70;20;7g60mm
GELPAINT;941448;941448;0;0;70;20;7g60mm
GELPAINT;941447;941447;0;0;70;20;7g60mm
GELPAINT;941446;941446;0;0;70;20;7g60mm
GROUP FOIL GEL;941542;941542;0;0;70;20;7g60mm
GROUP BUILDER GELS;94109 EW Cover Pink;941097;52;-15;55;17;7g
GROUP BUILDER GELS;94109 EW Cover Pink;941095;52;-17;55;19;14g
GROUP BUILDER GELS;94109 EW Cover Pink;941096;52;-25;55;27;50g
GROUP BUILDER GELS;94105 Pink;941053;52;-15;55;17;7g
GROUP BUILDER GELS;94105 Pink;941051;52;-17;55;19;14g
GROUP BUILDER GELS;94105 Pink;941052;52;-25;55;27;50g
GROUP BUILDER GELS;94104 Crystal Pink;941043;52;-15;55;17;7g
GROUP BUILDER GELS;94104 Crystal Pink;941041;52;-17;55;19;14g
GROUP BUILDER GELS;94104 Crystal Pink;941042;52;-25;55;27;50g
GROUP BUILDER GELS;94106 Cover pink;941063;52;-15;55;17;7g
GROUP BUILDER GELS;94106 Cover pink;941061;52;-17;55;19;14g
GROUP BUILDER GELS;94106 Cover pink;941062;52;-25;55;27;50g
GROUP BUILDER GELS;94101 Base;941012;52;-15;55;17;7g
GROUP BUILDER GELS;94101 Base;941011;52;-17;55;19;14g
GROUP BUILDER GELS;94103 Clear;941033;52;-15;55;17;7g
GROUP BUILDER GELS;94103 Clear;941031;52;-17;55;19;14g
GROUP BUILDER GELS;94103 Clear;941032;52;-25;55;27;50g
GROUP BUILDER GELS;94102 Crystal Clear;941023;52;-15;55;17;7g
GROUP BUILDER GELS;94102 Crystal Clear;941021;52;-17;55;19;14g
GROUP BUILDER GELS;94102 Crystal Clear;941022;52;-25;55;27;50g
GROUP BUILDER GELS;94107 White;941073;52;-15;55;17;7g
GROUP BUILDER GELS;94107 White;941071;52;-17;55;19;14g
GROUP BUILDER GELS;94107 White;941072;52;-25;55;27;50g
GROUP BUILDER GELS;94108 Ultra White;941085;52;-15;55;17;7g
GROUP BUILDER GELS;94108 Ultra White;941086;52;-17;55;19;14g
GROUP BUILDER GELS;941081 Soft White;941083;52;-15;55;17;7g
GROUP BUILDER GELS;941081 Soft White;941081;52;-17;55;19;14g
GROUP BUILDER GELS;941081 Soft White;941082;52;-25;55;27;50g
GROUP BUILDER GELS;941087 Extreme White;941087;52;-15;55;17;7g
GROUP BUILDER GELS;941087 Extreme White;941088;52;-17;55;19;14g
GROUP 3D GELS;941510;941510;52;-15;55;17;7g
GROUP 3D GELS;941511;941511;52;-15;55;17;7g
GROUP 3D GELS;941512;941512;52;-15;55;17;7g
GROUP 3D GELS;941513;941513;52;-15;55;17;7g
GROUP 3D GELS;941514;941514;52;-15;55;17;7g
GROUP 3D GELS;941515;941515;52;-15;55;17;7g
GROUP 3D GELS;941516;941516;52;-15;55;17;7g
GROUP 3D GELS;941517;941517;52;-15;55;17;7g
GROUP 3D GELS;941518;941518;52;-15;55;17;7g
GROUP COLOR GELS;941230;941230;52;-17;55;19;14g
GROUP COLOR GELS;941231;941231;52;-15;55;17;7g
GROUP COLOR GELS;941232;941232;52;-15;55;17;7g
GROUP COLOR GELS;941233;941233;52;-15;55;17;7g
GROUP COLOR GELS;941234;941234;52;-15;55;17;7g
GROUP COLOR GELS;941235;941235;52;-15;55;17;7g
GROUP COLOR GELS;941236;941236;52;-15;55;17;7g
GROUP COLOR GELS;941237;941237;52;-15;55;17;7g
GROUP COLOR GELS;941238;941238;52;-15;55;17;7g
GROUP COLOR GELS;941239;941239;52;-15;55;17;7g
GROUP COLOR GELS;941240;941240;52;-15;55;17;7g
GROUP COLOR GELS;941241;941241;52;-15;55;17;7g
GROUP COLOR GELS;941242;941242;52;-15;55;17;7g
GROUP COLOR GELS;941243;941243;52;-15;55;17;7g
GROUP COLOR GELS;941244;941244;52;-15;55;17;7g
GROUP COLOR GELS;941245;941245;52;-15;55;17;7g
